room_id,hotel_id,room_type,availability,price_per_night
242,1,Double,Yes,215.24
243,1,Single,No,450.96
244,1,Single,No,453.96
245,1,Single,No,294.36
246,1,Double,Yes,196.71
247,1,Double,No,379.28
248,1,Double,No,93.34
249,1,Suite,No,136.24
250,1,Single,Yes,424.47
251,1,Single,Yes,488.65
252,1,Double,Yes,98.59
253,1,Double,Yes,196.19
254,1,Suite,No,100.75
255,1,Suite,Yes,119.00
256,1,Double,No,172.36
257,1,Suite,Yes,142.53
258,1,Double,Yes,203.43
259,1,Single,Yes,368.86
260,1,Double,No,112.40
261,1,Suite,No,306.12
262,1,Suite,No,212.09
263,1,Suite,No,293.24
264,1,Suite,Yes,307.79
265,1,Single,Yes,178.36
266,1,Single,No,150.97
267,1,Single,No,371.49
268,1,Double,Yes,145.51
269,1,Single,No,105.50
270,1,Single,Yes,220.41
271,1,Double,No,176.35
272,1,Single,No,497.46
273,1,Suite,No,325.51
274,1,Double,No,277.16
275,1,Single,Yes,135.17
276,1,Double,Yes,266.43
277,1,Double,Yes,135.57
278,1,Suite,Yes,479.22
279,1,Suite,Yes,281.34
280,1,Suite,No,234.51
281,1,Single,No,62.34
282,1,Suite,Yes,429.65
283,1,Double,No,382.70
284,1,Double,No,95.47
285,1,Suite,Yes,309.12
286,1,Double,Yes,219.45
287,1,Single,Yes,283.71
288,1,Single,Yes,156.78
289,1,Single,Yes,169.13
290,1,Single,No,283.97
291,1,Double,Yes,327.21
292,1,Single,No,441.83
293,1,Double,No,240.00
294,1,Double,No,112.68
295,1,Suite,No,335.71
296,1,Double,Yes,277.74
297,1,Suite,Yes,432.14
298,1,Suite,Yes,84.60
299,1,Suite,Yes,107.51
300,1,Suite,Yes,412.09
301,1,Double,No,132.93
302,1,Double,Yes,244.85
303,1,Single,Yes,191.90
304,1,Suite,No,53.93
305,1,Single,Yes,110.96
306,1,Double,Yes,396.38
307,1,Double,No,287.43
308,1,Single,Yes,421.08
309,1,Double,Yes,370.38
310,1,Suite,No,158.46
311,1,Suite,No,77.38
312,1,Double,Yes,320.34
313,1,Double,Yes,388.04
314,1,Suite,Yes,185.80
315,1,Double,Yes,107.90
316,1,Single,Yes,207.04
317,1,Single,No,74.12
318,1,Suite,No,77.63
319,1,Double,No,273.72
320,1,Double,Yes,94.40
321,1,Suite,No,93.20
322,1,Single,No,110.23
323,1,Double,Yes,301.27
324,1,Single,Yes,195.88
325,1,Single,No,347.65
326,1,Double,No,225.88
327,1,Single,Yes,383.16
328,1,Suite,No,212.33
329,1,Double,Yes,386.35
330,1,Single,Yes,315.80
331,1,Double,Yes,393.40
332,1,Suite,Yes,177.25
333,1,Double,Yes,337.11
334,1,Double,Yes,170.71
335,1,Double,Yes,339.95
336,1,Single,No,246.54
337,1,Single,No,405.51
338,1,Suite,No,146.72
339,1,Double,Yes,323.82
340,1,Single,Yes,93.23
341,1,Double,No,377.13
342,2,Double,No,157.30
343,2,Double,No,361.54
344,2,Single,No,127.90
345,2,Double,No,60.70
346,2,Single,No,419.38
347,2,Suite,Yes,443.88
348,2,Single,No,356.44
349,2,Single,Yes,245.07
350,2,Single,No,348.68
351,2,Suite,No,404.04
352,2,Single,No,50.14
353,2,Single,No,461.59
354,2,Single,No,235.78
355,2,Double,No,175.24
356,2,Single,No,405.40
357,2,Single,No,59.39
358,2,Double,No,335.94
359,2,Single,No,54.73
360,2,Single,Yes,471.58
361,2,Suite,Yes,343.79
362,2,Suite,No,80.01
363,2,Single,No,378.69
364,2,Double,Yes,176.05
365,2,Double,Yes,127.41
366,2,Single,Yes,426.98
367,2,Single,Yes,80.30
368,2,Suite,No,477.49
369,2,Suite,No,194.32
370,2,Single,No,214.12
371,2,Suite,Yes,404.88
372,2,Single,Yes,492.57
373,2,Suite,No,236.52
374,2,Suite,Yes,298.66
375,2,Suite,Yes,346.86
376,2,Single,Yes,398.54
377,2,Single,Yes,220.95
378,2,Double,No,233.29
379,2,Single,Yes,115.74
380,2,Double,No,360.08
381,2,Single,No,491.84
382,2,Suite,Yes,283.65
383,2,Suite,No,252.64
384,2,Double,Yes,197.40
385,2,Suite,No,230.90
386,2,Double,Yes,158.67
387,2,Suite,No,448.73
388,2,Single,Yes,296.75
389,2,Single,No,141.53
390,2,Suite,No,385.89
391,2,Suite,Yes,446.97
392,2,Double,Yes,412.00
393,2,Single,No,68.82
394,2,Double,Yes,81.21
395,2,Single,No,258.58
396,2,Double,Yes,242.42
397,2,Suite,Yes,134.32
398,2,Double,Yes,192.80
399,2,Double,No,106.43
400,2,Double,Yes,466.40
401,2,Suite,No,351.01
402,2,Double,No,168.65
403,2,Single,Yes,492.78
404,2,Double,No,210.78
405,2,Single,Yes,394.69
406,2,Suite,Yes,203.10
407,2,Double,No,305.29
408,2,Suite,No,113.54
409,2,Single,Yes,384.13
410,2,Double,No,119.44
411,2,Suite,No,210.57
412,2,Single,Yes,336.95
413,2,Single,Yes,307.58
414,2,Double,Yes,156.85
415,2,Single,Yes,335.79
416,2,Suite,No,343.76
417,2,Suite,No,95.83
418,2,Double,Yes,398.55
419,2,Double,No,215.04
420,2,Double,Yes,389.59
421,2,Single,No,442.57
422,2,Single,Yes,255.90
423,2,Single,Yes,280.63
424,2,Double,Yes,285.22
425,2,Single,No,404.71
426,2,Suite,No,258.26
427,2,Suite,Yes,342.13
428,2,Suite,No,299.99
429,2,Suite,Yes,255.38
430,2,Single,Yes,84.17
431,2,Double,No,108.01
432,2,Double,No,370.07
433,2,Suite,No,108.73
434,2,Double,Yes,446.88
435,2,Single,Yes,137.26
436,2,Single,Yes,280.42
437,2,Single,Yes,489.43
438,2,Double,No,71.07
439,2,Double,No,498.92
440,2,Suite,Yes,113.30
441,2,Suite,No,250.71
442,2,Single,No,321.88
443,2,Double,Yes,186.78
444,2,Single,Yes,255.27
445,2,Single,Yes,310.14
446,2,Double,Yes,441.43
447,2,Single,Yes,452.49
448,2,Suite,Yes,318.43
449,2,Suite,Yes,228.78
450,2,Suite,Yes,227.72
451,2,Suite,No,398.43
452,2,Double,No,195.81
453,2,Single,Yes,202.86
454,2,Double,Yes,245.45
455,2,Single,No,234.39
456,2,Suite,No,78.90
457,2,Double,Yes,358.41
458,2,Single,Yes,287.51
459,2,Single,No,145.35
460,2,Double,No,454.41
461,2,Double,Yes,312.26
462,2,Double,No,496.86
463,2,Double,Yes,483.32
464,2,Double,Yes,484.70
465,2,Suite,No,455.87
466,2,Single,Yes,224.57
467,2,Double,No,227.87
468,2,Double,Yes,125.71
469,2,Single,Yes,268.73
470,2,Suite,No,189.24
471,2,Suite,Yes,64.97
472,2,Suite,Yes,109.61
473,2,Suite,Yes,438.63
474,2,Suite,No,257.43
475,2,Single,Yes,226.76
476,2,Double,Yes,261.63
477,2,Suite,No,125.77
478,2,Suite,Yes,238.90
479,2,Single,No,253.28
480,2,Double,No,435.14
481,2,Single,No,196.11
482,2,Single,Yes,387.88
483,2,Suite,Yes,236.14
484,2,Suite,No,147.32
485,2,Suite,No,295.02
486,2,Single,No,382.89
487,2,Single,Yes,307.22
488,2,Single,Yes,268.64
489,2,Suite,Yes,174.28
490,2,Suite,Yes,259.78
491,2,Suite,No,396.58
492,2,Suite,No,360.27
493,2,Single,Yes,84.00
494,2,Double,Yes,215.35
495,2,Suite,Yes,265.63
496,2,Double,Yes,165.63
497,2,Double,Yes,490.87
498,2,Suite,Yes,130.97
499,2,Double,No,167.91
500,2,Single,No,249.72
501,2,Single,Yes,458.56
502,2,Single,No,180.73
503,2,Double,No,250.99
504,2,Suite,Yes,337.18
505,2,Suite,Yes,309.83
506,2,Single,Yes,325.70
507,2,Suite,Yes,97.60
508,2,Single,No,168.82
509,2,Single,No,203.68
510,2,Suite,Yes,425.61
511,2,Single,No,367.17
512,2,Single,Yes,376.00
513,2,Suite,No,93.57
514,2,Suite,No,380.61
515,2,Single,No,479.77
516,2,Double,No,198.12
517,2,Suite,Yes,451.87
518,2,Suite,Yes,78.52
519,2,Single,Yes,189.53
520,2,Double,No,186.55
521,2,Double,Yes,359.57
522,2,Double,No,235.98
523,2,Suite,No,206.50
524,2,Suite,Yes,274.85
525,2,Double,Yes,95.89
526,2,Suite,No,311.83
527,2,Single,Yes,462.54
528,2,Double,Yes,379.78
529,2,Suite,Yes,123.06
530,2,Double,No,409.01
531,2,Suite,Yes,185.22
532,2,Suite,Yes,241.21
533,2,Suite,No,289.40
534,2,Double,No,65.87
535,2,Single,Yes,79.14
536,2,Single,Yes,353.96
537,2,Double,No,305.94
538,2,Suite,Yes,479.47
539,2,Double,Yes,138.10
540,2,Single,No,483.40
541,2,Single,Yes,95.99
542,2,Single,Yes,270.89
543,2,Double,Yes,381.95
544,2,Single,No,92.16
545,2,Double,Yes,449.85
546,2,Double,Yes,470.57
547,2,Suite,Yes,399.64
548,2,Double,Yes,293.77
549,2,Single,Yes,74.75
550,2,Single,Yes,139.11
551,2,Double,Yes,480.41
552,2,Single,Yes,215.92
553,2,Suite,Yes,261.05
554,2,Suite,No,93.61
555,2,Single,Yes,243.51
556,2,Single,Yes,90.56
557,2,Single,No,200.86
558,2,Single,No,292.73
559,2,Double,No,195.49
560,2,Suite,Yes,169.67
561,2,Double,Yes,489.99
562,2,Double,No,362.26
563,2,Double,No,399.74
564,2,Single,Yes,62.32
565,2,Single,Yes,292.38
566,2,Single,No,262.09
567,2,Suite,Yes,420.74
568,2,Double,Yes,142.32
569,2,Single,Yes,319.62
570,2,Suite,No,449.05
571,2,Double,No,310.51
572,2,Single,No,213.68
573,2,Single,Yes,275.59
574,2,Suite,No,79.97
575,2,Suite,Yes,476.85
576,2,Single,Yes,151.41
577,2,Single,No,201.03
578,2,Suite,No,468.71
579,2,Double,Yes,372.51
580,2,Single,No,163.34
581,2,Single,Yes,143.77
582,2,Double,No,291.01
583,2,Suite,No,492.29
584,2,Single,No,298.03
585,2,Suite,No,281.07
586,2,Double,No,262.75
587,2,Suite,Yes,161.26
588,2,Single,No,418.50
589,2,Double,Yes,204.34
590,2,Suite,No,402.74
591,2,Double,Yes,309.09
592,2,Double,Yes,338.11
593,2,Suite,No,477.83
594,2,Single,No,83.08
595,2,Suite,No,161.04
596,2,Suite,No,430.30
597,2,Double,No,128.10
598,2,Single,No,225.74
599,3,Double,Yes,269.87
600,3,Suite,No,338.93
601,3,Double,Yes,362.02
602,3,Double,Yes,92.57
603,3,Single,No,306.90
604,3,Suite,No,299.62
605,3,Double,Yes,316.07
606,3,Double,No,50.89
607,3,Single,No,141.29
608,3,Double,No,52.64
609,3,Single,No,457.10
610,3,Suite,No,161.18
611,3,Suite,Yes,486.24
612,3,Single,No,321.91
613,3,Suite,No,366.98
614,3,Single,Yes,359.73
615,3,Single,No,413.46
616,3,Double,Yes,459.62
617,3,Single,Yes,403.32
618,3,Double,No,332.14
619,3,Single,No,460.23
620,3,Double,Yes,133.18
621,3,Suite,No,195.13
622,3,Single,Yes,395.93
623,3,Suite,No,328.19
624,3,Suite,No,327.68
625,3,Suite,No,424.34
626,3,Suite,Yes,198.87
627,3,Single,No,223.60
628,3,Single,Yes,269.96
629,3,Double,Yes,331.02
630,3,Single,Yes,432.81
631,3,Suite,Yes,285.76
632,3,Single,No,186.44
633,3,Single,No,277.53
634,3,Double,No,391.34
635,3,Double,No,313.81
636,3,Suite,No,91.78
637,3,Double,No,196.51
638,3,Single,Yes,432.29
639,3,Suite,Yes,445.88
640,3,Single,No,329.68
641,3,Suite,No,433.29
642,3,Suite,Yes,441.23
643,3,Suite,Yes,111.80
644,3,Suite,No,272.11
645,3,Double,Yes,100.94
646,3,Single,No,114.27
647,3,Double,Yes,140.08
648,3,Suite,Yes,82.10
649,3,Single,No,278.02
650,3,Double,No,103.27
651,3,Suite,No,304.74
652,3,Double,Yes,324.64
653,3,Suite,Yes,407.92
654,3,Double,Yes,472.98
655,3,Double,Yes,336.66
656,3,Suite,No,403.28
657,3,Double,Yes,50.25
658,4,Double,Yes,477.49
659,4,Single,No,338.41
660,4,Double,Yes,216.70
661,4,Suite,No,476.06
662,4,Suite,Yes,96.36
663,4,Double,No,441.11
664,4,Suite,No,296.12
665,4,Suite,Yes,318.36
666,4,Single,No,347.97
667,4,Single,No,285.06
668,4,Single,No,376.96
669,4,Suite,No,178.63
670,4,Suite,No,468.19
671,4,Single,No,353.12
672,4,Single,No,356.90
673,4,Suite,No,217.50
674,4,Suite,No,188.72
675,4,Suite,Yes,383.59
676,4,Double,No,428.84
677,4,Suite,No,384.50
678,4,Double,Yes,284.68
679,4,Double,Yes,129.02
680,4,Double,Yes,74.55
681,4,Suite,Yes,218.04
682,4,Suite,No,219.20
683,4,Suite,Yes,123.52
684,4,Single,No,197.85
685,4,Single,Yes,321.92
686,4,Single,Yes,156.56
687,4,Double,No,126.46
688,4,Single,Yes,331.83
689,4,Double,No,392.68
690,4,Double,Yes,129.44
691,4,Single,No,167.81
692,4,Suite,No,410.11
693,4,Suite,No,284.74
694,4,Suite,Yes,394.24
695,4,Suite,No,123.18
696,4,Single,No,53.27
697,4,Double,Yes,149.55
698,4,Double,No,286.55
699,4,Suite,Yes,178.82
700,4,Double,Yes,197.44
701,4,Single,Yes,337.00
702,4,Suite,No,102.99
703,4,Double,Yes,392.27
704,4,Single,Yes,305.35
705,4,Single,No,365.60
706,4,Suite,Yes,69.91
707,4,Double,Yes,226.73
708,4,Suite,No,234.52
709,4,Double,Yes,415.78
710,4,Suite,No,154.29
711,4,Single,No,100.21
712,4,Double,No,305.12
713,4,Suite,Yes,307.67
714,4,Suite,Yes,127.38
715,4,Double,No,73.67
716,4,Double,Yes,58.09
717,4,Double,No,175.97
718,4,Suite,No,294.34
719,4,Single,Yes,315.57
720,4,Suite,Yes,419.87
721,4,Single,Yes,233.36
722,4,Single,Yes,294.92
723,4,Double,Yes,338.26
724,4,Suite,No,357.46
725,4,Double,Yes,246.17
726,4,Double,Yes,456.52
727,4,Single,Yes,447.37
728,4,Single,Yes,185.26
729,4,Double,No,165.85
730,4,Suite,No,477.15
731,4,Double,No,394.39
732,4,Double,Yes,387.24
733,4,Double,No,138.94
734,4,Single,No,409.40
735,4,Suite,Yes,267.36
736,4,Single,No,265.99
737,4,Suite,No,436.25
738,4,Double,Yes,248.75
739,4,Double,No,248.90
740,4,Suite,No,236.10
741,4,Suite,Yes,346.53
742,4,Double,No,390.50
743,4,Double,No,325.07
744,4,Suite,Yes,293.52
745,4,Double,No,204.97
746,4,Single,No,286.57
747,4,Single,Yes,463.27
748,4,Suite,Yes,159.25
749,4,Double,Yes,374.74
750,4,Double,No,457.13
751,4,Double,Yes,339.15
752,4,Single,No,431.18
753,4,Suite,Yes,136.12
754,4,Single,Yes,162.32
755,4,Suite,Yes,284.79
756,4,Single,No,365.51
757,4,Single,Yes,222.95
758,4,Double,No,334.49
759,4,Suite,No,424.17
760,4,Suite,No,469.02
761,4,Suite,Yes,284.52
762,4,Double,No,165.83
763,4,Suite,Yes,224.79
764,4,Suite,No,453.45
765,4,Double,No,356.71
766,4,Double,Yes,232.28
767,4,Suite,Yes,262.32
768,4,Suite,Yes,484.56
769,4,Single,Yes,361.90
770,4,Single,Yes,496.10
771,4,Single,No,424.16
772,4,Single,Yes,326.18
773,4,Single,No,78.12
774,4,Single,Yes,401.36
775,4,Double,Yes,121.94
776,4,Double,No,292.58
777,4,Suite,Yes,61.17
778,4,Suite,Yes,126.82
779,4,Double,Yes,133.12
780,4,Single,Yes,52.46
781,4,Single,No,147.78
782,4,Double,No,313.50
783,4,Double,No,132.32
784,4,Single,No,364.93
785,4,Suite,Yes,471.17
786,4,Single,No,472.19
787,4,Double,Yes,364.40
788,4,Single,No,341.17
789,4,Double,Yes,105.00
790,4,Single,No,382.74
791,4,Single,No,359.88
792,4,Double,No,98.53
793,4,Double,No,488.78
794,4,Double,No,65.86
795,4,Suite,No,227.06
796,4,Double,No,411.61
797,4,Suite,Yes,237.34
798,4,Suite,No,283.98
799,4,Single,No,227.38
800,4,Single,Yes,425.50
801,4,Double,No,87.73
802,4,Double,Yes,461.43
803,4,Suite,Yes,289.18
804,4,Single,Yes,380.21
805,4,Suite,Yes,206.31
806,4,Suite,No,315.17
807,4,Single,No,132.17
808,4,Single,No,381.61
809,4,Double,No,151.28
810,4,Suite,Yes,290.99
811,4,Double,No,212.05
812,4,Single,Yes,248.79
813,4,Single,No,228.62
814,4,Double,No,415.95
815,4,Suite,Yes,417.53
816,4,Suite,No,350.56
817,4,Double,No,237.57
818,4,Double,Yes,227.30
819,4,Suite,No,105.71
820,4,Single,Yes,301.53
821,4,Suite,Yes,247.28
822,4,Single,Yes,189.64
823,4,Double,No,297.70
824,4,Suite,No,110.06
825,4,Suite,Yes,367.38
826,4,Suite,No,287.98
827,4,Single,No,235.35
828,4,Single,No,228.20
829,4,Single,Yes,130.56
830,4,Single,No,144.89
831,4,Suite,No,406.82
832,4,Suite,No,235.94
833,4,Suite,No,327.45
834,4,Suite,Yes,110.79
835,4,Suite,Yes,96.69
836,4,Suite,Yes,181.18
837,4,Double,Yes,354.29
838,4,Single,Yes,362.92
839,4,Suite,Yes,355.69
840,4,Single,No,493.05
841,4,Suite,No,137.94
842,4,Double,Yes,208.11
843,4,Double,Yes,283.98
844,4,Double,No,96.62
845,4,Double,Yes,381.51
846,4,Suite,No,356.57
847,4,Single,Yes,103.05
848,4,Suite,No,323.69
849,4,Double,Yes,180.67
850,4,Double,No,494.89
851,4,Single,Yes,62.92
852,4,Double,No,116.45
853,4,Single,No,356.88
854,4,Suite,No,77.56
855,4,Single,No,84.55
856,4,Single,No,445.64
857,5,Suite,No,365.02
858,5,Double,Yes,168.18
859,5,Single,No,89.29
860,5,Suite,No,56.94
861,5,Suite,No,237.31
862,5,Suite,No,482.21
863,5,Suite,No,209.26
864,5,Suite,Yes,250.62
865,5,Suite,No,87.48
866,5,Single,Yes,480.04
867,5,Double,Yes,156.97
868,5,Double,Yes,358.38
869,5,Single,Yes,436.40
870,5,Single,No,183.52
871,5,Double,No,140.51
872,5,Single,No,483.53
873,5,Double,Yes,106.55
874,5,Suite,Yes,70.60
875,5,Suite,No,93.24
876,5,Suite,No,231.79
877,5,Suite,Yes,435.01
878,5,Double,No,278.21
879,5,Single,No,204.71
880,5,Suite,Yes,448.34
881,5,Double,No,72.98
882,5,Single,No,258.10
883,5,Double,No,396.13
884,5,Single,No,428.72
885,5,Suite,No,231.36
886,5,Suite,Yes,358.49
887,5,Single,No,123.03
888,5,Suite,No,167.95
889,5,Suite,No,384.72
890,5,Suite,No,462.77
891,5,Single,Yes,426.65
892,5,Single,Yes,459.18
893,5,Suite,No,336.45
894,5,Double,No,110.60
895,5,Suite,Yes,243.99
896,5,Double,Yes,303.68
897,5,Single,Yes,206.64
898,5,Suite,No,316.23
899,5,Single,No,102.18
900,5,Double,Yes,291.77
901,5,Suite,Yes,368.17
902,5,Single,No,203.87
903,5,Single,No,297.16
904,5,Single,Yes,130.81
905,5,Suite,No,246.07
906,5,Suite,Yes,217.11
907,5,Suite,No,401.09
908,5,Double,No,405.64
909,5,Double,No,223.19
910,5,Double,No,326.35
911,5,Single,Yes,117.96
912,5,Suite,No,157.49
913,5,Single,Yes,315.42
914,5,Suite,Yes,482.94
915,6,Suite,No,371.22
916,6,Double,No,149.60
917,6,Suite,No,359.13
918,6,Double,No,164.59
919,6,Single,No,453.62
920,6,Single,Yes,329.24
921,6,Single,No,52.76
922,6,Double,No,254.29
923,6,Double,No,147.40
924,6,Single,No,488.09
925,6,Double,No,267.20
926,6,Double,No,222.00
927,6,Suite,Yes,442.80
928,6,Suite,No,461.33
929,6,Single,Yes,123.04
930,6,Single,No,339.70
931,6,Double,No,201.04
932,6,Single,No,113.49
933,6,Suite,No,280.47
934,6,Single,Yes,86.48
935,6,Single,Yes,157.37
936,6,Suite,Yes,357.81
937,6,Suite,No,416.87
938,6,Suite,Yes,130.85
939,6,Double,Yes,311.20
940,6,Double,No,72.90
941,6,Suite,No,156.74
942,6,Suite,Yes,420.96
943,6,Suite,Yes,372.74
944,6,Single,No,293.23
945,6,Double,Yes,82.11
946,6,Suite,No,467.72
947,6,Suite,Yes,109.80
948,6,Single,Yes,470.72
949,6,Suite,No,137.45
950,6,Single,No,395.64
951,6,Single,Yes,378.76
952,6,Single,No,418.20
953,6,Double,No,131.30
954,6,Single,No,147.33
955,6,Single,Yes,205.46
956,6,Suite,No,464.39
957,6,Suite,No,243.16
958,6,Single,No,446.55
959,6,Single,Yes,97.59
960,6,Single,Yes,386.03
961,6,Double,Yes,89.94
962,6,Single,No,451.03
963,6,Single,No,321.67
964,6,Suite,No,305.44
965,6,Suite,Yes,206.27
966,6,Double,No,418.71
967,6,Double,No,220.46
968,6,Single,No,310.96
969,6,Single,No,411.65
970,6,Suite,Yes,442.65
971,6,Single,Yes,230.90
972,6,Suite,No,268.01
973,6,Double,Yes,388.13
974,6,Suite,No,172.82
