reservation_id,customer_id,hotel_id,room_id,check_in,check_out,total_price,booking_date
83,638,51,7689,2024-01-15,2024-03-25,11047.32,2024-02-25
84,287,77,12781,2024-06-05,2024-06-25,3204.29,2024-05-06
85,186,47,7132,2024-09-16,2024-10-04,7222.96,2024-01-03
86,386,2,343,2024-05-08,2024-08-18,36876.66,2024-02-05
87,215,94,15054,2024-02-09,2024-04-01,13250.18,2024-02-23
88,515,2,543,2024-04-17,2024-07-29,39340.67,2024-06-23
89,34,96,15460,2024-04-29,2024-08-18,47270.77,2024-08-31
90,799,30,4581,2024-08-25,2024-09-24,4936.79,2024-09-01
91,339,33,5050,2024-04-14,2024-04-25,4543.82,2024-08-08
92,968,79,13251,2024-08-26,2024-08-28,523.84,2024-03-18
93,951,7,1056,2024-08-21,2024-09-18,12986.68,2024-07-09
94,634,2,557,2024-06-16,2024-07-28,8436.19,2024-01-06
95,853,84,13980,2024-02-18,2024-05-20,18027.16,2024-06-09
96,429,72,11674,2024-01-15,2024-09-20,13290.04,2024-06-28
97,668,30,4670,2024-02-18,2024-05-31,24971.38,2024-08-31
98,701,69,11220,2024-04-04,2024-06-20,30253.36,2024-05-11
99,849,59,9708,2024-05-09,2024-07-28,5830.83,2024-07-01
100,316,4,717,2024-05-03,2024-05-22,3343.34,2024-06-04
101,209,15,2519,2024-02-01,2024-03-07,13896.3,2024-07-17
102,689,7,1253,2024-01-29,2024-06-14,61884.73,2024-01-13
103,472,27,4077,2024-05-25,2024-08-03,16870.6,2024-08-27
104,213,92,14597,2024-03-14,2024-04-17,8197.04,2024-02-03
105,464,92,14691,2024-06-20,2024-10-01,24736.93,2024-06-26
106,261,89,14340,2024-08-02,2024-09-14,9078.46,2024-01-06
107,490,73,11995,2024-08-21,2024-10-04,21530,2024-03-08
108,672,61,9901,2024-02-05,2024-07-13,79178.83,2024-09-10
109,841,23,3397,2024-05-16,2024-09-12,10803.39,2024-03-14
110,193,30,4478,2024-05-20,2024-07-09,8634.66,2024-01-14
111,21,69,11142,2024-04-10,2024-08-24,61988.71,2024-08-03
112,237,58,9425,2024-09-10,2024-09-12,750.99,2024-05-26
113,160,4,728,2024-09-23,2024-10-04,2037.83,2024-08-28
114,721,9,1420,2024-07-13,2024-08-03,2986.66,2024-07-18
115,462,40,6261,2024-04-01,2024-04-24,11203.85,2024-08-19
116,343,21,3290,2024-07-10,2024-08-13,9300.74,2024-04-29
117,783,1,245,2024-08-24,2024-09-10,5004.06,2024-09-11
118,158,2,431,2024-01-24,2024-07-02,17282.13,2024-05-22
119,726,67,10932,2024-08-26,2024-09-11,3133.61,2024-02-25
120,712,94,15099,2024-05-15,2024-07-30,23416.51,2024-04-10
121,662,100,16152,2024-07-14,2024-08-22,7126.97,2024-02-16
122,601,75,12257,2024-09-02,2024-09-15,3440.35,2024-06-29
123,919,42,6540,2024-09-06,2024-09-25,8149.34,2024-08-22
124,479,11,1707,2024-02-02,2024-09-15,40741.9,2024-06-11
125,746,41,6289,2024-03-02,2024-06-05,26596.53,2024-01-06
126,340,35,5525,2024-01-22,2024-08-06,16418.9,2024-01-17
127,90,2,423,2024-04-09,2024-08-25,38727.41,2024-02-23
128,60,21,3247,2024-07-25,2024-08-28,9186.53,2024-02-02
129,456,39,6049,2024-07-14,2024-08-02,6791.1,2024-08-21
130,400,98,15965,2024-01-29,2024-03-29,8387.85,2024-07-07
131,378,55,8915,2024-03-02,2024-04-24,17329.93,2024-04-05
132,534,99,16020,2024-08-02,2024-10-02,25370.44,2024-02-22
133,939,22,3312,2024-09-11,2024-10-01,9519.88,2024-02-24
134,511,74,12125,2024-01-21,2024-05-02,22250.36,2024-06-22
135,652,50,7624,2024-04-23,2024-05-02,1816.25,2024-01-25
136,970,100,16250,2024-01-07,2024-07-03,63409.34,2024-02-06
137,447,42,6471,2024-08-31,2024-09-27,12978.44,2024-02-29
138,411,30,4548,2024-04-12,2024-09-12,48789.89,2024-04-08
139,360,68,11064,2024-08-22,2024-09-06,2497.93,2024-02-01
140,50,54,8451,2024-08-01,2024-09-26,17119.97,2024-08-14
141,400,77,12952,2024-02-09,2024-07-16,21797.33,2024-05-16
142,741,53,8214,2024-06-05,2024-09-09,8898.33,2024-04-26
143,644,23,3467,2024-04-14,2024-06-25,8097.08,2024-03-01
144,885,67,10900,2024-08-20,2024-09-29,11545.36,2024-06-08
145,514,56,9007,2024-08-05,2024-09-29,6083.4,2024-01-26
146,746,66,10827,2024-09-23,2024-10-02,2779.25,2024-05-26
147,104,7,1075,2024-08-04,2024-08-11,3336.89,2024-08-18
148,111,95,15230,2024-03-19,2024-09-09,33954.43,2024-04-09
149,506,36,5575,2024-02-23,2024-05-29,28497.32,2024-07-18
150,236,26,3809,2024-01-13,2024-04-23,27145.56,2024-06-04
151,18,30,4706,2024-08-17,2024-09-10,4512.68,2024-05-26
152,259,76,12457,2024-06-15,2024-08-19,21247.47,2024-03-15
153,790,100,16185,2024-03-02,2024-07-04,58717.27,2024-02-25
154,686,65,10690,2024-09-18,2024-09-25,2643.01,2024-02-25
155,642,92,14838,2024-08-29,2024-09-15,1667.77,2024-05-22
156,293,99,16006,2024-05-07,2024-08-01,5233.96,2024-06-18
157,955,74,12145,2024-05-21,2024-07-03,19210.53,2024-05-05
158,252,83,13743,2024-07-13,2024-09-13,14732.79,2024-07-11
159,879,26,3887,2024-02-10,2024-03-17,16198.9,2024-07-23
160,218,28,4191,2024-05-07,2024-07-18,10624.48,2024-06-13
161,10,16,2762,2024-09-23,2024-09-23,0,2024-02-07
162,727,79,13334,2024-09-23,2024-09-25,232.32,2024-01-03
163,27,94,15046,2024-01-30,2024-06-07,17929.29,2024-02-01
164,891,54,8344,2024-09-22,2024-10-01,2759.69,2024-08-26
165,107,88,14248,2024-01-23,2024-03-19,24873.14,2024-03-12
166,90,50,7622,2024-08-03,2024-08-11,1601.86,2024-08-13
167,673,65,10594,2024-06-02,2024-08-29,39277.77,2024-05-20
168,5,26,3816,2024-01-14,2024-05-22,61148.8,2024-03-16
169,554,2,570,2024-03-17,2024-05-31,33678.65,2024-04-06
170,875,84,13974,2024-03-24,2024-07-22,54716.81,2024-01-14
171,822,13,2158,2024-07-09,2024-08-18,2141.06,2024-06-11
172,635,72,11897,2024-07-19,2024-08-17,4759.14,2024-09-24
173,106,92,14746,2024-09-23,2024-09-24,67.66,2024-01-30
174,94,29,4309,2024-01-07,2024-02-19,4071.34,2024-02-04
175,799,30,4547,2024-03-20,2024-06-27,27943.55,2024-05-15
176,207,94,15210,2024-06-20,2024-07-15,12395.37,2024-03-28
177,309,70,11398,2024-07-20,2024-08-30,4010.3,2024-06-18
178,757,93,14992,2024-06-29,2024-08-30,15118.9,2024-03-12
179,257,89,14299,2024-05-13,2024-06-05,2753.3,2024-06-30
180,498,2,463,2024-09-09,2024-09-12,1449.96,2024-07-15
181,231,100,16229,2024-05-04,2024-06-21,3626.92,2024-07-30
182,72,70,11375,2024-04-28,2024-06-21,26727.92,2024-02-16
183,901,61,9916,2024-07-06,2024-09-28,38387.03,2024-01-26
184,136,49,7556,2024-02-06,2024-09-28,25478.53,2024-04-21
185,984,28,4285,2024-01-18,2024-02-28,16205.78,2024-06-14
186,568,87,14185,2024-02-10,2024-07-17,13031.37,2024-07-23
187,540,98,15966,2024-05-28,2024-08-07,29207.45,2024-03-27
188,51,16,2770,2024-07-21,2024-08-28,6294.46,2024-02-01
189,875,2,455,2024-08-27,2024-09-05,2109.5,2024-04-21
190,412,39,5978,2024-01-23,2024-04-24,11541.06,2024-01-06
191,217,58,9305,2024-03-20,2024-05-21,10722.94,2024-02-18
192,890,93,14876,2024-03-19,2024-09-23,69924.11,2024-07-10
193,345,40,6237,2024-04-03,2024-05-02,5245.25,2024-06-21
194,907,51,7720,2024-05-03,2024-10-04,63881.43,2024-04-19
195,910,53,8186,2024-09-17,2024-09-26,1477.03,2024-07-28
196,159,11,1568,2024-08-29,2024-09-30,7055.49,2024-05-04
197,834,54,8287,2024-09-08,2024-09-13,1241.78,2024-09-13
198,653,53,7960,2024-08-28,2024-09-04,1174.05,2024-02-10
199,515,76,12388,2024-05-10,2024-09-21,14236.12,2024-03-29
200,544,64,10404,2024-08-28,2024-09-30,7640.78,2024-09-24
201,581,80,13376,2024-06-19,2024-08-12,20088.66,2024-07-22
202,804,72,11709,2024-02-25,2024-04-14,14888.42,2024-05-04
203,66,59,9758,2024-09-21,2024-09-25,1913.96,2024-01-09
204,876,96,15465,2024-04-06,2024-06-07,24674.44,2024-07-30
205,799,77,12801,2024-08-08,2024-09-30,18683.1,2024-07-29
206,193,11,1557,2024-04-08,2024-05-28,11058.75,2024-02-12
207,48,37,5706,2024-04-05,2024-06-11,11214.55,2024-08-27
208,714,11,1748,2024-01-21,2024-05-09,33080.26,2024-04-20
209,948,48,7282,2024-05-20,2024-09-29,27085.74,2024-04-02
210,750,55,8813,2024-06-12,2024-07-05,1165.43,2024-06-16
211,89,64,10439,2024-07-04,2024-09-13,7007.59,2024-07-11
212,169,48,7335,2024-07-13,2024-09-24,4598.66,2024-01-26
213,120,38,5937,2024-09-13,2024-09-25,4643.67,2024-07-25
214,287,10,1481,2024-04-13,2024-06-28,21892.62,2024-08-05
215,898,42,6392,2024-01-12,2024-09-01,97199,2024-03-24
216,53,20,3233,2024-08-15,2024-09-12,3534.01,2024-02-05
217,423,15,2545,2024-01-14,2024-07-06,68648.16,2024-04-24
218,68,63,10094,2024-07-07,2024-08-10,9371.4,2024-08-12
219,490,2,597,2024-07-23,2024-08-16,3074.49,2024-04-19
220,265,43,6578,2024-07-05,2024-07-11,1098,2024-04-24
221,677,48,7437,2024-05-08,2024-07-28,26521.24,2024-03-03
222,444,70,11367,2024-03-10,2024-06-15,11815.19,2024-03-27
223,542,73,12000,2024-06-13,2024-08-10,11255.2,2024-01-17
224,472,79,13256,2024-03-24,2024-05-31,24397.77,2024-01-05
225,136,72,11603,2024-04-06,2024-09-18,17404.58,2024-05-31
226,334,14,2314,2024-08-27,2024-09-07,4569.77,2024-05-04
227,308,39,6073,2024-02-24,2024-07-12,31152.02,2024-06-26
228,899,56,8960,2024-04-11,2024-07-17,44962.34,2024-02-27
229,648,73,12025,2024-01-25,2024-07-28,59431.52,2024-03-20
230,414,48,7444,2024-05-16,2024-08-07,39521.21,2024-04-16
231,669,85,14088,2024-03-31,2024-05-04,16946.05,2024-01-09
232,50,1,257,2024-05-14,2024-09-17,17958.5,2024-02-09
233,333,96,15477,2024-05-31,2024-09-02,21882.65,2024-03-08
234,962,6,935,2024-09-02,2024-09-14,1888.46,2024-05-10
235,659,30,4383,2024-05-04,2024-05-06,886.59,2024-06-11
236,492,89,14337,2024-01-19,2024-07-24,81793.31,2024-06-13
237,971,15,2497,2024-09-13,2024-09-18,2240.14,2024-07-24
238,679,98,15785,2024-09-19,2024-09-22,1088.52,2024-06-09
239,641,73,12028,2024-04-03,2024-07-21,19125.74,2024-07-24
240,166,4,666,2024-05-19,2024-09-15,41407.94,2024-03-03
241,127,21,3264,2024-06-18,2024-06-19,101.25,2024-09-07
242,518,55,8661,2024-06-08,2024-06-24,6249.02,2024-07-03
243,993,76,12557,2024-07-30,2024-08-04,1130.6,2024-04-10
244,105,79,13309,2024-07-06,2024-09-07,8090.27,2024-03-11
245,858,11,1596,2024-09-16,2024-09-22,2259.13,2024-07-10
246,956,98,15913,2024-07-27,2024-09-08,17660.82,2024-07-23
247,85,55,8768,2024-03-22,2024-04-26,10792.55,2024-02-11
248,679,58,9603,2024-01-03,2024-07-11,14601.3,2024-03-20
249,76,35,5323,2024-06-24,2024-07-23,12649.35,2024-01-27
250,289,77,12963,2024-09-19,2024-09-28,3775.87,2024-02-14
251,426,59,9697,2024-04-26,2024-07-21,23479.95,2024-01-20
252,381,92,14791,2024-07-14,2024-08-25,17444.1,2024-08-18
253,51,78,13140,2024-05-30,2024-07-16,20127.26,2024-05-24
254,197,26,3852,2024-03-19,2024-04-06,3716.85,2024-02-07
255,295,79,13197,2024-09-15,2024-09-17,186.7,2024-04-02
256,701,54,8390,2024-07-20,2024-09-29,29474.94,2024-02-09
257,757,58,9438,2024-04-23,2024-07-25,44929.59,2024-03-18
258,304,11,1617,2024-05-07,2024-09-18,29390.93,2024-08-19
259,398,77,12746,2024-01-11,2024-09-13,116557.41,2024-04-20
260,702,80,13363,2024-04-23,2024-07-30,48801.95,2024-08-15
261,917,27,4037,2024-08-13,2024-09-16,10299.45,2024-07-10
262,323,13,2022,2024-02-17,2024-04-08,10279.44,2024-03-15
263,811,32,4992,2024-05-09,2024-09-26,40553.92,2024-09-16
264,756,68,11031,2024-07-20,2024-09-25,13474.01,2024-03-31
265,227,76,12524,2024-01-24,2024-02-01,1745.71,2024-04-16
266,652,75,12257,2024-05-30,2024-06-17,4763.56,2024-09-02
267,576,31,4952,2024-09-24,2024-09-24,0,2024-02-19
268,208,84,13941,2024-04-19,2024-06-25,22127.51,2024-03-24
269,426,62,9940,2024-03-18,2024-09-01,77759.28,2024-09-11
270,386,20,3200,2024-09-03,2024-09-28,7368.94,2024-07-21
271,761,10,1436,2024-04-02,2024-09-10,71933.55,2024-01-30
272,519,94,15226,2024-06-05,2024-09-05,22411.99,2024-01-29
273,964,64,10356,2024-03-12,2024-03-24,4505.07,2024-06-14
274,995,31,4870,2024-01-10,2024-05-13,9960.7,2024-09-19
275,797,93,14914,2024-01-15,2024-05-02,47454.84,2024-04-11
276,914,54,8266,2024-09-05,2024-09-24,2696.27,2024-07-03
277,338,55,8900,2024-03-27,2024-07-30,53914.71,2024-08-10
278,921,2,403,2024-08-16,2024-09-28,21189.66,2024-08-21
279,562,53,8196,2024-04-22,2024-06-21,28403.14,2024-05-30
280,739,65,10569,2024-03-28,2024-09-14,30951.63,2024-02-14
281,141,83,13754,2024-06-25,2024-07-07,2319.01,2024-02-24
282,943,1,46,2024-08-15,2024-09-10,5651.35,2024-06-09
283,281,53,8147,2024-01-15,2024-07-04,10827.77,2024-02-17
284,85,20,3146,2024-08-07,2024-09-13,14237.51,2024-04-22
285,722,53,8188,2024-05-05,2024-08-27,18252.72,2024-06-27
286,287,98,15850,2024-01-21,2024-04-14,12890.33,2024-09-08
287,112,90,14403,2024-09-06,2024-09-10,1041.94,2024-02-12
288,147,43,6682,2024-03-18,2024-07-05,41942.84,2024-06-22
289,778,77,12774,2024-04-21,2024-09-15,14064,2024-03-12
290,585,33,5039,2024-06-24,2024-09-25,9408.43,2024-09-19
291,719,92,14793,2024-03-15,2024-06-10,22370.82,2024-08-27
292,344,73,11950,2024-07-08,2024-08-17,18254.39,2024-02-14
293,610,76,12520,2024-06-04,2024-07-04,13474.24,2024-06-28
294,397,42,6397,2024-02-17,2024-03-07,1783.05,2024-04-27
295,812,15,2594,2024-07-31,2024-08-24,8456.52,2024-09-11
296,578,42,6424,2024-09-18,2024-09-30,4001.87,2024-05-25
297,250,30,4543,2024-09-18,2024-09-30,3673.39,2024-01-01
298,994,82,13609,2024-05-07,2024-07-14,26991.43,2024-01-19
299,346,40,6128,2024-07-01,2024-08-13,12603.78,2024-06-15
300,181,12,1966,2024-05-14,2024-07-08,7867.82,2024-04-29
301,650,12,1835,2024-08-22,2024-09-17,5235.36,2024-08-20
302,43,78,13062,2024-08-28,2024-09-22,6138.69,2024-09-03
303,309,13,2035,2024-05-17,2024-09-25,17042.8,2024-03-21
304,760,16,2723,2024-04-29,2024-07-25,21647.37,2024-07-12
305,896,96,15438,2024-01-15,2024-03-31,5698.27,2024-06-21
306,565,55,8772,2024-07-10,2024-09-06,13114.7,2024-08-14
307,962,9,1405,2024-05-24,2024-07-26,16435.76,2024-01-26
308,824,93,15038,2024-03-07,2024-06-26,28179.47,2024-02-03
309,298,63,10292,2024-02-05,2024-09-23,70410.01,2024-08-13
310,470,13,2094,2024-09-16,2024-09-17,328.24,2024-07-19
311,921,71,11558,2024-05-17,2024-08-07,21184.02,2024-05-19
312,124,36,5565,2024-05-15,2024-06-15,12572.59,2024-04-17
313,651,12,1879,2024-02-03,2024-08-19,63046.58,2024-04-15
314,126,5,884,2024-01-06,2024-06-19,70739.04,2024-07-04
315,885,79,13233,2024-04-09,2024-09-25,39060.92,2024-03-19
316,310,70,11347,2024-02-22,2024-02-26,329.07,2024-01-13
317,304,31,4887,2024-03-10,2024-05-28,14254.41,2024-02-08
318,541,15,2477,2024-03-12,2024-04-28,22162.22,2024-09-21
319,958,66,10829,2024-06-11,2024-07-09,3220.75,2024-04-12
320,71,1,192,2024-07-09,2024-07-30,8504.83,2024-04-08
321,629,63,10169,2024-01-04,2024-07-25,100675.05,2024-02-19
322,268,60,9778,2024-08-04,2024-09-29,8920.46,2024-07-23
323,470,92,14685,2024-01-05,2024-03-11,19820.46,2024-01-25
324,545,99,16028,2024-09-08,2024-09-10,472.2,2024-03-10
325,779,64,10347,2024-09-05,2024-09-05,0,2024-03-10
326,408,65,10609,2024-04-05,2024-05-05,9737.24,2024-02-26
327,463,30,4631,2024-06-17,2024-06-30,2832.47,2024-07-09
328,559,1,129,2024-08-12,2024-08-27,1167.08,2024-03-13
329,42,15,2462,2024-01-09,2024-02-06,8391.5,2024-07-02
330,936,20,3168,2024-05-20,2024-07-29,21414.38,2024-07-28
331,175,63,10178,2024-08-14,2024-10-02,18633.5,2024-07-07
332,216,90,14452,2024-06-21,2024-09-24,12409.9,2024-08-01
333,52,46,7012,2024-03-29,2024-04-29,3587.97,2024-01-03
334,178,44,6745,2024-05-15,2024-06-09,10263,2024-04-30
335,48,65,10524,2024-03-27,2024-04-17,6185.7,2024-03-24
336,789,18,2910,2024-06-22,2024-07-19,3477.74,2024-05-29
337,627,86,14146,2024-06-25,2024-06-25,0,2024-05-11
338,652,100,16185,2024-04-20,2024-09-13,69134.85,2024-05-20
339,517,11,1567,2024-06-22,2024-09-13,24307.8,2024-01-25
340,707,20,3127,2024-05-16,2024-08-07,30009.51,2024-03-25
341,871,64,10483,2024-05-18,2024-05-31,1920.27,2024-06-10
342,816,73,11951,2024-06-05,2024-07-02,9962.5,2024-08-23
343,874,36,5558,2024-04-25,2024-07-09,5142.44,2024-06-13
344,889,76,12435,2024-06-10,2024-08-08,5387.93,2024-02-09
345,235,26,3868,2024-06-16,2024-08-15,28941.97,2024-03-25
346,180,53,8034,2024-01-13,2024-03-27,10431.69,2024-06-02
347,192,2,477,2024-05-20,2024-06-16,3395.8,2024-09-09
348,435,56,8953,2024-07-14,2024-09-24,29883.47,2024-05-02
349,685,76,12609,2024-05-23,2024-06-12,4154.63,2024-07-06
350,894,39,6077,2024-04-13,2024-09-02,35592.74,2024-04-11
351,223,49,7544,2024-09-04,2024-09-10,2755.75,2024-07-17
352,740,37,5747,2024-03-07,2024-07-19,65859.8,2024-09-08
353,327,90,14374,2024-09-20,2024-09-29,2240.81,2024-07-03
354,945,79,13291,2024-03-14,2024-03-25,684.74,2024-09-21
355,100,40,6135,2024-04-05,2024-05-05,2668.56,2024-04-18
356,480,67,10908,2024-01-09,2024-08-30,70676.32,2024-01-17
357,621,95,15270,2024-05-16,2024-09-06,33977.65,2024-02-11
358,577,74,12056,2024-03-12,2024-07-15,57237.78,2024-08-18
359,138,17,2865,2024-06-15,2024-09-06,18670.02,2024-07-05
360,575,11,1810,2024-03-11,2024-09-10,52288.76,2024-08-15
361,770,91,14522,2024-08-08,2024-08-10,592.05,2024-02-16
362,585,35,5502,2024-06-17,2024-07-10,7449.56,2024-03-11
363,214,33,5063,2024-08-08,2024-08-21,5385.59,2024-02-13
364,823,28,4219,2024-07-20,2024-07-26,1221.38,2024-07-19
365,162,46,7017,2024-01-13,2024-09-01,33345.36,2024-07-30
366,783,95,15274,2024-03-15,2024-03-20,1162.96,2024-09-04
367,341,94,15105,2024-07-31,2024-08-26,9809.23,2024-08-15
368,240,31,4873,2024-05-21,2024-07-09,17876.6,2024-08-26
369,319,1,304,2024-01-17,2024-03-30,3936.7,2024-02-11
370,337,32,4980,2024-06-06,2024-07-16,6252.55,2024-08-03
371,40,54,8373,2024-04-20,2024-09-30,40092,2024-04-08
372,839,54,8294,2024-03-13,2024-06-10,8355.6,2024-06-03
373,810,27,3984,2024-01-01,2024-04-10,9881,2024-09-10
374,627,14,2399,2024-02-19,2024-09-22,27580.4,2024-09-11
375,904,92,14731,2024-04-13,2024-09-20,36228.21,2024-02-01
376,809,56,9154,2024-04-14,2024-06-26,21390.72,2024-03-05
377,489,38,5951,2024-07-04,2024-07-23,7472.95,2024-06-01
378,194,9,1390,2024-02-16,2024-04-01,5455.31,2024-07-26
379,89,54,8381,2024-06-16,2024-07-23,2686.42,2024-03-23
380,426,82,13585,2024-07-13,2024-09-28,23343.81,2024-01-29
381,774,48,7512,2024-07-04,2024-10-04,34351.46,2024-03-04
382,975,90,14446,2024-09-07,2024-09-27,2129.03,2024-01-22
383,510,98,15825,2024-09-01,2024-09-08,1117.47,2024-01-01
384,363,14,2393,2024-08-07,2024-08-30,4703.09,2024-09-02
385,54,13,2118,2024-02-03,2024-03-12,8362.37,2024-01-08
386,625,65,10529,2024-03-23,2024-03-27,917.81,2024-06-21
387,866,6,921,2024-03-12,2024-09-09,9550.32,2024-07-29
388,806,11,1499,2024-08-03,2024-09-29,24161.34,2024-06-25
389,298,63,10183,2024-07-23,2024-08-18,2443.61,2024-02-22
390,115,52,7855,2024-09-09,2024-09-19,2112.7,2024-01-01
391,112,47,7196,2024-08-16,2024-08-23,2273.19,2024-02-10
392,76,27,4071,2024-01-07,2024-05-23,20464.97,2024-08-12
393,501,1,92,2024-08-02,2024-09-08,12250.12,2024-05-08
394,94,27,4089,2024-03-31,2024-06-16,28436.37,2024-07-11
395,23,25,3730,2024-04-10,2024-05-20,3113.99,2024-09-15
396,469,48,7298,2024-08-12,2024-08-28,3182.51,2024-04-12
397,488,99,15996,2024-01-20,2024-09-11,21323.61,2024-06-04
398,338,91,14547,2024-01-03,2024-02-01,6537.63,2024-04-18
399,236,71,11482,2024-06-23,2024-07-01,1206.55,2024-06-05
